id,sequence,method
molecule_51,C(C[C@H]([C@H]([C@@H](C)CC)N(C)C([C@@H](NC(=O)[C@H](C(C)C)NC)[C@@H](N=[N+]=[N-])C)=O)OC)(=O)N1[C@H]([C@@H]([C@H](C(N[C@@H](Cc2ccccc2)C(N)=O)=O)C)OC)CCC1,rand_9
molecule_51,[C@@H](Cc1ccccc1)(NC(=O)[C@@H]([C@@H](OC)[C@@H]1CCCN1C(C[C@H]([C@@H](N(C([C@@H](NC([C@@H](NC)C(C)C)=O)[C@@H](N=[N+]=[N-])C)=O)C)[C@@H](C)CC)OC)=O)C)C(N)=O,rand_10
molecule_52,c1c(OC)c(OCc2cc(CC(=O)N3CC(CCl)c4c5ccccc5c(O)cc43)ccc2)cc2c1C(=O)N1CCCCC1C=N2,rand_1
molecule_52,C1N2C(=O)c3cc(OC)c(OCc4cc(CC(=O)N5c6c(c7ccccc7c(O)c6)C(CCl)C5)ccc4)cc3N=CC2CCC1,rand_2
molecule_52,c1cc(CC(N2CC(CCl)c3c4c(c(O)cc32)cccc4)=O)cc(COc2cc3c(cc2OC)C(=O)N2CCCCC2C=N3)c1,rand_3
molecule_52,c1c2c(c(O)cc3c2C(CCl)CN3C(Cc2cccc(COc3c(OC)cc4c(c3)N=CC3CCCCN3C4=O)c2)=O)ccc1,rand_4
molecule_52,N12C(=O)c3cc(OC)c(OCc4cccc(CC(N5c6cc(O)c7ccccc7c6C(CCl)C5)=O)c4)cc3N=CC1CCCC2,rand_5
molecule_52,c1ccc2c3c(cc(O)c2c1)N(C(=O)Cc1cc(COc2cc4c(cc2OC)C(=O)N2CCCCC2C=N4)ccc1)CC3CCl,rand_6
molecule_52,C1(CCl)c2c(cc(O)c3ccccc32)N(C(Cc2cccc(COc3c(OC)cc4c(c3)N=CC3N(CCCC3)C4=O)c2)=O)C1,rand_7
molecule_52,C1CCN2C(=O)c3c(cc(OCc4cccc(CC(=O)N5c6c(c7ccccc7c(O)c6)C(CCl)C5)c4)c(OC)c3)N=CC2C1,rand_8
molecule_52,C1CC2N(CC1)C(=O)c1c(cc(OCc3cccc(CC(=O)N4CC(CCl)c5c4cc(O)c4ccccc54)c3)c(OC)c1)N=C2,rand_9
molecule_52,c1ccc2c3c(cc(O)c2c1)N(C(=O)Cc1cc(COc2cc4c(cc2OC)C(=O)N2C(CCCC2)C=N4)ccc1)CC3CCl,rand_10
molecule_53,C1=CC2(C)C3C(O)CC4C5(C(CO)=O)OC(c6ccc(S(=O)(=O)c7cccc(N)c7)cc6)OC5CC4C3CCC2=CC1=O,rand_1
molecule_53,c1(N)cc(S(c2ccc(C3OC4CC5C(CC(O)C6C7(C)C=CC(=O)C=C7CCC65)C4(C(=O)CO)O3)cc2)(=O)=O)ccc1,rand_2
molecule_53,c1cc(C2OC3C(C(CO)=O)(C4C(C3)C3CCC5=CC(=O)C=CC5(C)C3C(O)C4)O2)ccc1S(c1cc(N)ccc1)(=O)=O,rand_3
molecule_53,c1c(C2OC3(C(=O)CO)C(CC4C5C(C(O)CC43)C3(C)C(=CC(=O)C=C3)CC5)O2)ccc(S(=O)(=O)c2cccc(N)c2)c1,rand_4
molecule_53,Nc1cc(S(=O)(c2ccc(C3OC4(C(CO)=O)C(CC5C6C(C(O)CC54)C4(C)C=CC(=O)C=C4CC6)O3)cc2)=O)ccc1,rand_5
molecule_53,OC1C2C3(C)C(=CC(=O)C=C3)CCC2C2CC3C(C(CO)=O)(OC(c4ccc(S(c5cccc(N)c5)(=O)=O)cc4)O3)C2C1,rand_6
molecule_53,S(=O)(=O)(c1cccc(N)c1)c1ccc(C2OC3(C(=O)CO)C(CC4C5CCC6=CC(=O)C=CC6(C)C5C(O)CC34)O2)cc1,rand_7
molecule_53,C12C(CC3C1(C(CO)=O)OC(c1ccc(S(=O)(c4cccc(N)c4)=O)cc1)O3)C1C(C3(C)C(=CC(=O)C=C3)CC1)C(O)C2,rand_8
molecule_53,c1ccc(S(=O)(c2ccc(C3OC4CC5C(CC(O)C6C5CCC5=CC(=O)C=CC56C)C4(C(=O)CO)O3)cc2)=O)cc1N,rand_9
molecule_53,c1cc(S(=O)(c2cccc(N)c2)=O)ccc1C1OC2(C(=O)CO)C(CC3C2CC(O)C2C4(C)C(=CC(=O)C=C4)CCC32)O1,rand_10
molecule_54,C1=CC2(C)C(=CC1=O)C(F)CC1C2(F)C(O)CC2C3(C(=O)CO)OC(c4ccc(Cc5ccc(N)cc5)cc4)OC3CC12,rand_1
molecule_54,c1c(N)ccc(Cc2ccc(C3OC4(C(CO)=O)C(CC5C4CC(O)C4(F)C6(C)C=CC(=O)C=C6C(F)CC54)O3)cc2)c1,rand_2
molecule_54,c1c(C2OC3(C(=O)CO)C(O2)CC2C4C(F)(C(O)CC23)C2(C)C=CC(=O)C=C2C(F)C4)ccc(Cc2ccc(N)cc2)c1,rand_3
molecule_54,O1C(c2ccc(Cc3ccc(N)cc3)cc2)OC2CC3C4C(F)(C(O)CC3C12C(CO)=O)C1(C)C(=CC(=O)C=C1)C(F)C4,rand_4
molecule_54,c1c(Cc2ccc(C3OC4(C(=O)CO)C5C(C6C(F)(C7(C)C=CC(=O)C=C7C(F)C6)C(O)C5)CC4O3)cc2)ccc(N)c1,rand_5
molecule_54,C12(F)C(O)CC3C4(C(=O)CO)OC(c5ccc(Cc6ccc(N)cc6)cc5)OC4CC3C1CC(F)C1=CC(=O)C=CC21C,rand_6
molecule_54,c1(Cc2ccc(N)cc2)ccc(C2OC3CC4C(C3(C(CO)=O)O2)CC(O)C2(F)C3(C)C=CC(=O)C=C3C(F)CC42)cc1,rand_7
molecule_54,C1C(O)C2(F)C(C3C1C1(C(CO)=O)C(OC(c4ccc(Cc5ccc(N)cc5)cc4)O1)C3)CC(F)C1=CC(=O)C=CC21C,rand_8
molecule_54,Nc1ccc(Cc2ccc(C3OC4CC5C6CC(F)C7=CC(=O)C=CC7(C)C6(F)C(O)CC5C4(C(=O)CO)O3)cc2)cc1,rand_9
molecule_54,O1C2(C(CO)=O)C(CC3C2CC(O)C2(F)C4(C)C(=CC(=O)C=C4)C(F)CC32)OC1c1ccc(Cc2ccc(N)cc2)cc1,rand_10
molecule_55,N(=[N+]=[N-])C[C@@H](NC(=O)[C@@H]([C@H]([C@H]1N(C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C([C@@H](NC([C@H](C(C)C)N(C)C)=O)C(C)C)=O)=O)CCC1)OC)C)Cc1ccc(N)cc1,rand_1
molecule_55,[N-]=[N+]=NC[C@@H](NC(=O)[C@H](C)[C@H]([C@H]1N(C(C[C@@H](OC)[C@H]([C@H](CC)C)N(C([C@H](C(C)C)NC([C@@H](N(C)C)C(C)C)=O)=O)C)=O)CCC1)OC)Cc1ccc(N)cc1,rand_2
molecule_55,C1[C@@H]([C@@H]([C@@H](C)C(=O)N[C@H](CN=[N+]=[N-])Cc2ccc(N)cc2)OC)N(C(C[C@H]([C@H]([C@H](CC)C)N(C(=O)[C@@H](NC([C@@H](N(C)C)C(C)C)=O)C(C)C)C)OC)=O)CC1,rand_3
molecule_55,[C@H](N(C)C([C@H](C(C)C)NC([C@@H](N(C)C)C(C)C)=O)=O)([C@@H](C)CC)[C@H](OC)CC(N1[C@H]([C@H](OC)[C@@H](C)C(=O)N[C@H](CN=[N+]=[N-])Cc2ccc(N)cc2)CCC1)=O,rand_4
molecule_55,C(N[C@@H](Cc1ccc(N)cc1)CN=[N+]=[N-])(=O)[C@H](C)[C@@H](OC)[C@@H]1CCCN1C(C[C@H]([C@H]([C@@H](C)CC)N(C([C@H](C(C)C)NC([C@@H](N(C)C)C(C)C)=O)=O)C)OC)=O,rand_5
molecule_55,CN(C)[C@H](C(=O)N[C@H](C(N(C)[C@H]([C@@H](CC(=O)N1[C@H]([C@H](OC)[C@H](C(N[C@@H](Cc2ccc(N)cc2)CN=[N+]=[N-])=O)C)CCC1)OC)[C@@H](C)CC)=O)C(C)C)C(C)C,rand_6
molecule_55,c1(C[C@@H](CN=[N+]=[N-])NC([C@H](C)[C@H]([C@H]2N(C(C[C@@H](OC)[C@@H](N(C)C([C@@H](NC([C@@H](N(C)C)C(C)C)=O)C(C)C)=O)[C@H](CC)C)=O)CCC2)OC)=O)ccc(N)cc1,rand_7
molecule_55,CO[C@H](CC(N1[C@H]([C@H](OC)[C@@H](C)C(=O)N[C@H](CN=[N+]=[N-])Cc2ccc(N)cc2)CCC1)=O)[C@@H](N(C(=O)[C@H](C(C)C)NC([C@@H](N(C)C)C(C)C)=O)C)[C@H](CC)C,rand_8
molecule_55,C(C[C@H]([C@H]([C@@H](C)CC)N(C([C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C)=O)C)OC)(=O)N1[C@H]([C@@H]([C@H](C(N[C@@H](Cc2ccc(N)cc2)CN=[N+]=[N-])=O)C)OC)CCC1,rand_9
molecule_55,[C@@H](Cc1ccc(N)cc1)(NC(=O)[C@@H]([C@H]([C@@H]1CCCN1C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C([C@@H](NC([C@@H](N(C)C)C(C)C)=O)C(C)C)=O)C)=O)OC)C)CN=[N+]=[N-],rand_10
molecule_56,c1(OCCCCCOc2cc3c(cc2OC)C(=O)N2[C@@H](CCC2)C=N3)c(OC)cc2c(c1)N=C[C@H]1N(CCC1)C2=O,rand_1
molecule_56,c12c(cc(OCCCCCOc3c(OC)cc4c(c3)N=C[C@@H]3CCCN3C4=O)c(OC)c1)N=C[C@H]1N(C2=O)CCC1,rand_2
molecule_56,N1=C[C@@H]2CCCN2C(=O)c2c1cc(OCCCCCOc1cc3c(cc1OC)C(=O)N1CCC[C@H]1C=N3)c(OC)c2,rand_3
molecule_56,C1CC[C@H]2C=Nc3c(cc(OC)c(OCCCCCOc4cc5c(cc4OC)C(=O)N4CCC[C@H]4C=N5)c3)C(=O)N12,rand_4
molecule_56,C(CCOc1cc2c(cc1OC)C(=O)N1CCC[C@H]1C=N2)CCOc1c(OC)cc2c(c1)N=C[C@H]1N(C2=O)CCC1,rand_5
molecule_56,c12cc(OC)c(OCCCCCOc3cc4c(cc3OC)C(=O)N3[C@H](C=N4)CCC3)cc1N=C[C@@H]1CCCN1C2=O,rand_6
molecule_56,O=C1c2c(cc(OCCCCCOc3cc4c(cc3OC)C(=O)N3CCC[C@H]3C=N4)c(OC)c2)N=C[C@@H]2CCCN12,rand_7
molecule_56,N12C(=O)c3c(cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4CCC[C@H]4C=N5)c(OC)c3)N=C[C@@H]1CCC2,rand_8
molecule_56,C(CCOc1cc2c(cc1OC)C(=O)N1CCC[C@H]1C=N2)CCOc1c(OC)cc2c(c1)N=C[C@H]1N(C2=O)CCC1,rand_9
molecule_56,N1=C[C@@H]2CCCN2C(=O)c2cc(OC)c(OCCCCCOc3c(OC)cc4c(c3)N=C[C@@H]3CCCN3C4=O)cc21,rand_10
molecule_57,O=C(c1c(OC)c(OC)c(OC2OC(C)C(O)C(OC)C2O)c(I)c1C)SC1C(O)CC(ONC2C(O)C(OC3OCC(N(C(C)=O)CC)C(OC)C3)C(OC3C4=C(NC(OC)=O)C(=O)CC(O)(/C4=C/CSSC(C)(C)CCC(=O)O)C#C/C=C\C#C3)OC2C)OC1C,rand_1
molecule_57,S(C/C=C1/C2(O)CC(=O)C(NC(OC)=O)=C1C(OC1C(OC3CC(OC)C(N(C(=O)C)CC)CO3)C(O)C(NOC3CC(O)C(SC(=O)c4c(OC)c(OC)c(OC5OC(C)C(O)C(OC)C5O)c(I)c4C)C(C)O3)C(C)O1)C#C/C=C\C#C2)SC(CCC(=O)O)(C)C,rand_2
molecule_57,O(C1C(N(CC)C(C)=O)COC(OC2C(OC3C4=C(NC(OC)=O)C(=O)CC(O)(/C4=C/CSSC(C)(C)CCC(O)=O)C#C/C=C\C#C3)OC(C)C(NOC3OC(C)C(SC(=O)c4c(C)c(I)c(OC5OC(C)C(O)C(OC)C5O)c(OC)c4OC)C(O)C3)C2O)C1)C,rand_3
molecule_57,O(C1C#C/C=C\C#CC2(O)/C(=C/CSSC(C)(CCC(O)=O)C)C1=C(NC(=O)OC)C(=O)C2)C1C(OC2CC(OC)C(N(C(=O)C)CC)CO2)C(O)C(NOC2CC(O)C(SC(=O)c3c(OC)c(OC)c(OC4C(O)C(OC)C(O)C(C)O4)c(I)c3C)C(C)O2)C(C)O1,rand_4
molecule_57,CC(SSC/C=C1\C2=C(NC(=O)OC)C(=O)CC1(O)C#C/C=C\C#CC2OC1C(OC2CC(OC)C(N(C(C)=O)CC)CO2)C(O)C(NOC2OC(C)C(SC(c3c(OC)c(OC)c(OC4OC(C)C(O)C(OC)C4O)c(I)c3C)=O)C(O)C2)C(C)O1)(C)CCC(O)=O,rand_5
molecule_57,OC1CC(ONC2C(C)OC(OC3C4=C(NC(OC)=O)C(=O)CC(O)(C#C/C=C\C#C3)/C4=C/CSSC(C)(CCC(=O)O)C)C(OC3CC(OC)C(N(C(C)=O)CC)CO3)C2O)OC(C)C1SC(=O)c1c(C)c(I)c(OC2C(O)C(OC)C(O)C(C)O2)c(OC)c1OC,rand_6
molecule_57,C1#C/C=C\C#CC(OC2C(OC3CC(OC)C(N(CC)C(=O)C)CO3)C(O)C(NOC3OC(C)C(SC(=O)c4c(OC)c(OC)c(OC5C(O)C(OC)C(O)C(C)O5)c(I)c4C)C(O)C3)C(C)O2)C2=C(NC(OC)=O)C(=O)CC1(O)/C2=C/CSSC(C)(CCC(O)=O)C,rand_7
molecule_57,C(C)(N(CC)C1C(OC)CC(OC2C(OC3C4=C(NC(=O)OC)C(=O)CC(O)(/C4=C/CSSC(CCC(=O)O)(C)C)C#C/C=C\C#C3)OC(C)C(NOC3OC(C)C(SC(=O)c4c(OC)c(OC)c(OC5C(O)C(OC)C(O)C(C)O5)c(I)c4C)C(O)C3)C2O)OC1)=O,rand_8
molecule_57,C1(N(C(=O)C)CC)COC(OC2C(O)C(NOC3OC(C)C(SC(c4c(C)c(I)c(OC5C(O)C(OC)C(O)C(C)O5)c(OC)c4OC)=O)C(O)C3)C(C)OC2OC2C3=C(NC(OC)=O)C(=O)CC(O)(C#C/C=C\C#C2)/C3=C/CSSC(CCC(O)=O)(C)C)CC1OC,rand_9
molecule_57,C(\CSSC(CCC(=O)O)(C)C)=C1/C2(O)C#C/C=C\C#CC(OC3OC(C)C(NOC4CC(O)C(SC(c5c(C)c(I)c(OC6C(O)C(OC)C(O)C(C)O6)c(OC)c5OC)=O)C(C)O4)C(O)C3OC3CC(OC)C(N(C(C)=O)CC)CO3)C1=C(NC(OC)=O)C(=O)C2,rand_10
molecule_58,[C@H]1(O)[C@]23O[C@H]2C[C@H]2C4=C(C(=O)OC4)CC[C@]2(C)[C@]32[C@H]([C@H]3[C@]1(C(C)C)O3)O2,rand_1
molecule_58,O=C1C2=C([C@H]3[C@](C)(CC2)[C@]24[C@H]([C@H]5[C@](C(C)C)(O5)[C@@H](O)[C@@]25O[C@H]5C3)O4)CO1,rand_2
molecule_58,[C@H]1(O)[C@]23[C@H](C[C@H]4C5=C(C(=O)OC5)CC[C@]4(C)[C@]24[C@H]([C@@H]2O[C@]12C(C)C)O4)O3,rand_3
molecule_58,O=C1OCC2=C1CC[C@]1(C)[C@]34[C@H]([C@H]5[C@@](C(C)C)([C@@H](O)[C@]36[C@@H](O6)C[C@@H]21)O5)O4,rand_4
molecule_58,O1C(=O)C2=C(C1)[C@H]1[C@](C)(CC2)[C@@]23[C@]4(O[C@H]4C1)[C@H](O)[C@@]1(C(C)C)O[C@H]1[C@@H]2O3,rand_5
molecule_58,CC(C)[C@]12O[C@H]1[C@H]1[C@]3(O1)[C@]1([C@@H]2O)[C@H](C[C@H]2C4=C(C(=O)OC4)CC[C@@]23C)O1,rand_6
molecule_58,C12=C(COC1=O)[C@H]1[C@](C)(CC2)[C@@]23[C@]4(O[C@H]4C1)[C@H](O)[C@@]1(C(C)C)O[C@H]1[C@@H]2O3,rand_7
molecule_58,[C@H]1(O)[C@@]23[C@@]4([C@H]([C@@H]5O[C@]15C(C)C)O4)[C@]1(C)[C@@H](C[C@@H]2O3)C2=C(C(=O)OC2)CC1,rand_8
molecule_58,O1[C@@H]2[C@@]1(C(C)C)[C@@H](O)[C@@]13[C@]4([C@@]5(C)CCC6=C([C@@H]5C[C@@H]1O3)COC6=O)[C@H]2O4,rand_9
molecule_58,O[C@@H]1[C@@]2(C(C)C)O[C@H]2[C@H]2[C@]3(O2)[C@]12O[C@H]2C[C@H]1C2=C(CC[C@@]13C)C(=O)OC2,rand_10
molecule_59,c1sc([C@@H](NC(=O)[C@@H]([C@@H](OC)[C@H]2N(C(C[C@H]([C@H]([C@@H](C)CC)N(C)C(=O)[C@H](C(C)C)NC(C(N)(C)C)=O)OC)=O)CCC2)C)Cc2ccccc2)nc1,rand_1
molecule_59,N(C([C@H](C(C)C)NC(=O)C(C)(C)N)=O)(C)[C@@H]([C@H](CC)C)[C@H](OC)CC(N1[C@H]([C@H](OC)[C@H](C(N[C@H](c2sccn2)Cc2ccccc2)=O)C)CCC1)=O,rand_2
molecule_59,C1[C@@H]([C@H](OC)[C@@H](C)C(=O)N[C@H](c2nccs2)Cc2ccccc2)N(C(C[C@H]([C@@H](N(C(=O)[C@@H](NC(=O)C(C)(C)N)C(C)C)C)[C@H](CC)C)OC)=O)CC1,rand_3
molecule_59,c1cccc(C[C@@H](c2nccs2)NC([C@@H]([C@@H](OC)[C@@H]2CCCN2C(C[C@H]([C@H]([C@@H](C)CC)N(C)C([C@H](C(C)C)NC(=O)C(C)(C)N)=O)OC)=O)C)=O)c1,rand_4
molecule_59,CO[C@@H]([C@@H]1CCCN1C(C[C@H]([C@H]([C@@H](C)CC)N(C([C@@H](NC(C(C)(N)C)=O)C(C)C)=O)C)OC)=O)[C@H](C(N[C@@H](Cc1ccccc1)c1nccs1)=O)C,rand_5
molecule_59,NC(C)(C(=O)N[C@H](C(=O)N(C)[C@H]([C@@H](CC(=O)N1[C@H]([C@H](OC)[C@H](C(N[C@@H](Cc2ccccc2)c2sccn2)=O)C)CCC1)OC)[C@@H](C)CC)C(C)C)C,rand_6
molecule_59,c1(C[C@@H](c2nccs2)NC([C@H](C)[C@H]([C@H]2N(C(C[C@@H](OC)[C@@H](N(C)C(=O)[C@@H](NC(C(N)(C)C)=O)C(C)C)[C@H](CC)C)=O)CCC2)OC)=O)ccccc1,rand_7
molecule_59,CC(N)(C(N[C@H](C(N([C@@H]([C@H](CC)C)[C@H](OC)CC(N1[C@H]([C@H](OC)[C@@H](C)C(=O)N[C@H](c2sccn2)Cc2ccccc2)CCC1)=O)C)=O)C(C)C)=O)C,rand_8
molecule_59,C(C[C@H]([C@H]([C@@H](C)CC)N(C([C@@H](NC(=O)C(C)(N)C)C(C)C)=O)C)OC)(=O)N1[C@H]([C@@H]([C@H](C(N[C@@H](Cc2ccccc2)c2sccn2)=O)C)OC)CCC1,rand_9
molecule_59,c1ccccc1C[C@H](NC(=O)[C@@H]([C@H]([C@@H]1CCCN1C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C([C@H](C(C)C)NC(=O)C(C)(C)N)=O)=O)OC)C)c1sccn1,rand_10
molecule_60,C1N(C(c2[nH]c3c(OC)c(OC)c(OC)cc3c2)=O)C2=CC(=O)c3[nH]c(C(OC)=O)cc3[C@]23C[C@H]13,rand_1
molecule_60,N1(C(c2[nH]c3c(OC)c(OC)c(OC)cc3c2)=O)C[C@H]2C[C@]23c2cc(C(=O)OC)[nH]c2C(=O)C=C13,rand_2
molecule_60,c1(OC)c2c(cc(OC)c1OC)cc(C(N1C3=CC(=O)c4[nH]c(C(=O)OC)cc4[C@@]34[C@H](C4)C1)=O)[nH]2,rand_3
molecule_60,[C@@H]12[C@@]3(C1)C(=CC(=O)c1[nH]c(C(=O)OC)cc13)N(C(=O)c1[nH]c3c(cc(OC)c(OC)c3OC)c1)C2,rand_4
molecule_60,O(C)c1c(OC)c(OC)cc2c1[nH]c(C(N1C3=CC(=O)c4c(cc(C(OC)=O)[nH]4)[C@@]34[C@H](C4)C1)=O)c2,rand_5
molecule_60,c1c2c(c(OC)c(OC)c1OC)[nH]c(C(=O)N1C3=CC(=O)c4c(cc(C(=O)OC)[nH]4)[C@]34C[C@@H]4C1)c2,rand_6
molecule_60,c1(OC)cc2c([nH]c(C(N3C4=CC(=O)c5[nH]c(C(OC)=O)cc5[C@@]45[C@H](C5)C3)=O)c2)c(OC)c1OC,rand_7
molecule_60,c12c(cc(C(=O)OC)[nH]1)[C@]13C(=CC2=O)N(C(c2[nH]c4c(OC)c(OC)c(OC)cc4c2)=O)C[C@H]1C3,rand_8
molecule_60,C12=CC(=O)c3c(cc(C(OC)=O)[nH]3)[C@@]13[C@H](C3)CN2C(c1[nH]c2c(OC)c(OC)c(OC)cc2c1)=O,rand_9
molecule_60,c12cc(C(OC)=O)[nH]c1C(=O)C=C1N(C(=O)c3[nH]c4c(cc(OC)c(OC)c4OC)c3)C[C@H]3C[C@@]213,rand_10
molecule_61,C(N1C(C(=O)OC)Cc2c3ccccc3[nH]c2C1c1ccc(N)cc1)(=O)CCl,rand_1
molecule_61,O(C)C(=O)C1Cc2c3c(cccc3)[nH]c2C(c2ccc(N)cc2)N1C(CCl)=O,rand_2
molecule_61,c1cc(C2N(C(CCl)=O)C(C(OC)=O)Cc3c4ccccc4[nH]c32)ccc1N,rand_3
molecule_61,c1(N)ccc(C2c3c(c4ccccc4[nH]3)CC(C(=O)OC)N2C(=O)CCl)cc1,rand_4
molecule_61,c1cccc2c1[nH]c1c2CC(C(OC)=O)N(C(CCl)=O)C1c1ccc(N)cc1,rand_5
molecule_61,c12c3ccccc3[nH]c1C(c1ccc(N)cc1)N(C(=O)CCl)C(C(OC)=O)C2,rand_6
molecule_61,C(OC)(=O)C1Cc2c3c(cccc3)[nH]c2C(c2ccc(N)cc2)N1C(CCl)=O,rand_7
molecule_61,N1(C(CCl)=O)C(C(OC)=O)Cc2c([nH]c3c2cccc3)C1c1ccc(N)cc1,rand_8
molecule_61,C1C(C(=O)OC)N(C(=O)CCl)C(c2ccc(N)cc2)c2c1c1c(cccc1)[nH]2,rand_9
molecule_61,c12c(c3ccccc3[nH]1)CC(C(OC)=O)N(C(=O)CCl)C2c1ccc(N)cc1,rand_10
molecule_62,C(=C\[C@@H]([C@H]1OC(=O)C(OC)=CC1)C)(C)/C=C\C=C/C(=O)N[C@@H](C(C)(C)C)C(=O)N/C=C\C[C@H](C/C=C(\C)Cl)OC(=O)N,rand_1
molecule_62,O=C(O[C@@H](C/C=C(/Cl)C)C/C=C\NC(=O)[C@H](C(C)(C)C)NC(=O)/C=C\C=C/C(=C/[C@H](C)[C@H]1OC(=O)C(OC)=CC1)C)N,rand_2
molecule_62,CC(C)([C@H](NC(=O)/C=C\C=C/C(C)=C/[C@@H]([C@@H]1CC=C(OC)C(=O)O1)C)C(N/C=C\C[C@@H](OC(N)=O)C/C=C(\C)Cl)=O)C,rand_3
molecule_62,CC([C@H](NC(=O)/C=C\C=C/C(C)=C/[C@@H]([C@H]1OC(=O)C(OC)=CC1)C)C(N/C=C\C[C@@H](OC(N)=O)C/C=C(/Cl)C)=O)(C)C,rand_4
molecule_62,NC(O[C@H](C/C=C\NC([C@H](C(C)(C)C)NC(=O)/C=C\C=C/C(C)=C/[C@H](C)[C@@H]1CC=C(OC)C(=O)O1)=O)C/C=C(\C)Cl)=O,rand_5
molecule_62,C(/C=C\C(N[C@@H](C(C)(C)C)C(=O)N/C=C\C[C@@H](OC(=O)N)C/C=C(\C)Cl)=O)=C/C(=C/[C@H](C)[C@@H]1CC=C(OC)C(=O)O1)C,rand_6
molecule_62,C(/C=C\NC([C@H](C(C)(C)C)NC(=O)/C=C\C=C/C(=C/[C@H](C)[C@@H]1CC=C(OC)C(=O)O1)C)=O)[C@H](C/C=C(/Cl)C)OC(=O)N,rand_7
molecule_62,C1(=O)O[C@H]([C@@H](C)/C=C(C)/C=C\C=C/C(N[C@@H](C(C)(C)C)C(=O)N/C=C\C[C@@H](OC(N)=O)C/C=C(/Cl)C)=O)CC=C1OC,rand_8
molecule_62,C(O[C@@H](C/C=C(\C)Cl)C/C=C\NC(=O)[C@@H](NC(/C=C\C=C/C(C)=C/[C@H](C)[C@@H]1CC=C(OC)C(=O)O1)=O)C(C)(C)C)(=O)N,rand_9
molecule_62,CC(C)([C@@H](C(=O)N/C=C\C[C@H](C/C=C(\C)Cl)OC(=O)N)NC(=O)/C=C\C=C/C(=C/[C@@H]([C@@H]1CC=C(OC)C(=O)O1)C)C)C,rand_10
molecule_63,c1c2c(ccc1)[nH]c1c2CC2C(=O)NCC(=O)NC(C(C)CC)C(=O)NCC(=O)NC(CS1)C(=O)NC(CC(N)=O)C(=O)N1CC(N)CC1C(=O)NC(C(C(CO)O)C)C(=O)N2,rand_1
molecule_63,C1(CC(N)=O)NC(=O)C2CSc3c(c4c([nH]3)cccc4)CC(C(=O)NCC(=O)NC(C(CC)C)C(=O)NCC(=O)N2)NC(=O)C(C(C(CO)O)C)NC(=O)C2CC(N)CN2C1=O,rand_2
molecule_63,C12C(=O)NC(C(C(O)CO)C)C(=O)NC3Cc4c([nH]c5ccccc54)SCC(C(=O)NC(CC(=O)N)C(=O)N1CC(N)C2)NC(=O)CNC(=O)C(C(CC)C)NC(=O)CNC3=O,rand_3
molecule_63,C1(C(C)CC)C(=O)NCC(=O)NC2CSc3c(c4c([nH]3)cccc4)CC(NC(=O)C(C(C)C(CO)O)NC(=O)C3CC(N)CN3C(=O)C(CC(N)=O)NC2=O)C(=O)NCC(=O)N1,rand_4
molecule_63,O=C1N2CC(N)CC2C(=O)NC(C(C(CO)O)C)C(=O)NC2C(=O)NCC(=O)NC(C(C)CC)C(=O)NCC(=O)NC(C(=O)NC1CC(=O)N)CSc1[nH]c3ccccc3c1C2,rand_5
molecule_63,O=C1NCC(=O)NC2CSc3c(c4ccccc4[nH]3)CC(NC(=O)C(C(C)C(O)CO)NC(=O)C3N(C(=O)C(CC(N)=O)NC2=O)CC(N)C3)C(=O)NCC(=O)NC1C(C)CC,rand_6
molecule_63,c12[nH]c3ccccc3c1CC1C(=O)NCC(=O)NC(C(CC)C)C(=O)NCC(=O)NC(C(=O)NC(CC(=O)N)C(=O)N3CC(N)CC3C(=O)NC(C(C(CO)O)C)C(=O)N1)CS2,rand_7
molecule_63,C(C)C(C1C(=O)NCC(=O)NC2CSc3[nH]c4c(c3CC(NC(=O)C(C(C)C(CO)O)NC(=O)C3CC(N)CN3C(=O)C(CC(N)=O)NC2=O)C(=O)NCC(=O)N1)cccc4)C,rand_8
molecule_63,O=C1C2NC(=O)CNC(=O)C(C(C)CC)NC(=O)CNC(=O)C(Cc3c([nH]c4ccccc34)SC2)NC(=O)C(C(C(CO)O)C)NC(=O)C2N(CC(N)C2)C(=O)C(CC(N)=O)N1,rand_9
molecule_63,c1ccc2c(c1)c1c([nH]2)SCC2NC(=O)CNC(=O)C(C(C)CC)NC(=O)CNC(=O)C(C1)NC(=O)C(C(C(O)CO)C)NC(=O)C1CC(N)CN1C(=O)C(CC(N)=O)NC2=O,rand_10
molecule_64,C1=CC2(C)C(=CC1=O)C(F)CC1C2(F)C(O)CC2C3(C(=O)CO)OC(c4ccc(Sc5cccc(N)c5)cc4)OC3CC12,rand_1
molecule_64,Nc1cccc(Sc2ccc(C3OC4(C(CO)=O)C(CC5C4CC(O)C4(F)C6(C)C=CC(=O)C=C6C(F)CC54)O3)cc2)c1,rand_2
molecule_64,c1c(C2OC3(C(=O)CO)C(O2)CC2C4C(F)(C(O)CC23)C2(C)C=CC(=O)C=C2C(F)C4)ccc(Sc2cc(N)ccc2)c1,rand_3
